!EXCLAMATION-POINT = éksklemēśenpōnt
HEAFNER = hífner
HEAGLE = hígel
HEAGNEY = hígni
HEAGY = híji
HEAL = híl
HEALD = híld
HEALED = híld
HEALER = híler
HEALERS = hílerz
HEALEY = híli
HEALING = híliŋ
HEALS = hílz
HEALTH = hélŧ
HEALTH'S = hélŧs
HEALTHAMERICA = hílŧemérike
HEALTHCARE = hélŧkér
HEALTHCARE'S = hélŧkérz
HEALTHCORP = hélŧkorp
HEALTHCORP(1) = hélŧkor
HEALTHDYNE = hélŧdān
HEALTHFUL = hélŧfel
HEALTHIER = hélŧier
HEALTHIEST = hélŧiist
HEALTHINESS = hélŧines
HEALTHSOURCE = hélŧsors
HEALTHSOUTH = hélŧsàŧ
HEALTHTRUST = hélŧtrast
HEALTHTRUST'S = hélŧtrasts
HEALTHVEST = hélŧvést
HEALTHWEEK = hélŧwík
HEALTHWORK = hélŧwerk
HEALTHWORKS = hélŧwerks
HEALTHY = hélŧi
HEALY = híli
HEALY'S = híliz
HEANEY = híni
HEAP = híp
HEAPE = híp
HEAPED = hípt
HEAPHY = hífi
HEAPING = hípiŋ
HEAPS = híps
HEAR = hír
HEARD = herd
HEARER = hírer
HEARERS = hírerz
HEARIN = hirin
HEARING = híriŋ
HEARING'S = híriŋz
HEARINGS = híriŋz
HEARKENS = harkenz
HEARL = herl
HEARN = hern
HEARNE = hern
HEARNS = hernz
HEARON = hiren
HEARRON = horen
HEARS = hírz
HEARSAY = hírsē
HEARSE = hers
HEARST = herst
HEARST'S = hersts
HEART = hart
HEART'S = harts
HEARTACHE = hartēk
HEARTBEAT = hartbít
HEARTBEATS = hartbíts
HEARTBREAK = hartbrēk
HEARTBREAKING = hartbrēkiŋ
HEARTBREAKS = hartbrēks
HEARTBROKEN = hartbròken
HEARTBURN = hartbern
HEARTED = harted
HEARTED(1) = hartid
HEARTEDLY = hartidli
HEARTEN = harten
HEARTENED = hartend
HEARTENING = harteniŋ
HEARTENING(1) = hartniŋ
HEARTFELT = hartfélt
HEARTH = harŧ
HEARTHS = harŧs
HEARTIER = hartier
HEARTIEST = hartiest
HEARTILY = harteli
HEARTLAND = hartlánd
HEARTLESS = hartles
HEARTS = harts
HEARTSCAN = hartskán
HEARTTHROB = hartŧrob
HEARTTHROBS = hartŧrobz
HEARTWARMING = hartwormiŋ
HEARTWISE = hartwāz
HEARTWOOD = hartwud
HEARTY = harti
HEASLEY = hízli
HEASLIP = híslip
HEASTON = hísten
HEAT = hít
HEAT'S = híts
HEATED = híted
HEATED(1) = hítid
HEATEDLY = hítidli
HEATER = híter
HEATERS = híterz
HEATH = híŧ
HEATH'S = híŧs
HEATHCLIFF = héŧklif
HEATHCOCK = héŧkek
HEATHCOTE = héŧket
HEATHEN = híđen
HEATHER = héđer
HEATHER'S = héđerz
HEATHERINGTON = héđeriŋten
HEATHERLY = héđerli
HEATHERS = héđerz
HEATHMAN = híŧmen
HEATHROW = híŧrò
HEATHROW'S = híŧròz
HEATHWOOD = híŧwud
HEATING = hítiŋ
HEATLEY = hítli
HEATON = híten
HEATS = híts
HEATWOLE = hítwòl
HEAVE = hív
HEAVED = hívd
HEAVEN = héven
HEAVEN'S = hévenz
HEAVENER = hévener
HEAVENLY = hévenli
HEAVENS = hévenz
HEAVES = hívz
HEAVEY = hívi
HEAVIER = hévier
HEAVIES = héviz
HEAVIEST = héviest
HEAVILY = héveli
HEAVIN = hévin
HEAVING = híviŋ
HEAVNER = hívner
HEAVRIN = hívrin
HEAVY = hévi
HEAVYHANDED = hévihándid
HEAVYSET = hévisét
HEAVYWEIGHT = héviwēt
HEAVYWEIGHTS = héviwēts
HEBARD = héberd
HEBB = héb
HEBDA = hébde
HEBDING = hébdiŋ
HEBE = híb
HEBEI = híbi
HEBEL = hébel
HEBELER = hébeler
HEBENSTREIT = hébinstrāt
HEBER = híber
HEBERER = héberer
HEBERLE = héberel
HEBERLEIN = héberlān
HEBERLING = héberliŋ
HEBERT = hébert
HEBNER = hébner
HEBREW = híbrú
HEBREWS = híbrúz
HEBRIDES = hébridiz
HEBRON = hébren
HEBRON(1) = hébrón
HECCO = hékò
HECHINGER = hékinjer
HECHLER = hékler
HECHT = hékt
HECHT'S = hékts
HECHTMAN = héktmen
HECK = hék
HECK'S = héks
HECKAMAN = hékemen
HECKARD = hékerd
HECKART = hékert
HECKATHORN = hékeŧern
HECKBERT = hékbert
HECKEL = hékel
HECKENDORN = hékéndorn
HECKER = héker
HECKERT = hékert
HECKLE = hékel
HECKLED = hékeld
HECKLER = hékler
HECKLERS = héklerz
HECKLING = hékliŋ
HECKMAN = hékmen
HECKMANN = hékmen
HECKUVA = hékyúve
HECKUVA(1) = hékeve
HECLA = hékle
HECLA'S = héklez
HECOX = hékeks
HECTARE = héktar
HECTARES = héktarz
HECTIC = héktik
HECTOGRAPH = héktegráf
HECTOR = hékter
HECTOR'S = hékterz
HECTORING = hékteriŋ
HECUBA = hékyebe
HECUBA(1) = hékyúbe
HEDA = hēde
HEDBERG = hédberg
HEDDA = héde
HEDDEN = héden
HEDDING = hédiŋ
HEDDY = hédi
HEDEEN = hédin
HEDGE = héj
HEDGECOCK = héjkok
HEDGED = héjd
HEDGEHOG = héjhog
HEDGEHOGS = héjhogz
HEDGEPATH = héjpáŧ
HEDGEPETH = héjipéŧ
HEDGER = héjer
HEDGERS = héjerz
HEDGES = héjiz
HEDGING = héjiŋ
HEDGLIN = héjlin
HEDGPETH = héjpiŧ
HEDI = hédi
HEDIGER = hédiger
HEDIN = hédin
HEDINGER = hédinger
HEDINGER(1) = hédinjer
HEDLEY = hédli
HEDLUND = hédlend
HEDMAN = hédmen
HEDONIC = hedonik
HEDONISM = hídenizem
HEDONISTIC = hídenistik
HEDQUIST = hédkwist
HEDRICH = hédrik
HEDRICK = hédrik
HEDSTROM = hédstrem
HEDTKE = hédki
HEDWIG = hédwig
HEDWIGA = hédwige
HEDY = hídi
HEE = hí
HEEB = híb
HEEBNER = híbner
HEED = híd
HEEDED = híded
HEEDED(1) = hídid
HEEDING = hídiŋ
HEEDS = hídz
HEEFNER = hífner
HEEG = híg
HEEKE = hík
HEEKIN = híkin
HEEL = híl
HEELAN = hílen
HEELED = híld
HEELING = híliŋ
HEELS = hílz
HEEMSTRA = hímstre
HEENAN = hínen
HEENEY = híni
HEER = híer
HEEREN = hiren
HEERMANN = hirmen
HEES = híz
HEESCH = híś
HEESE = híz
HEETER = híter
HEFEI = hefē
HEFFEL = héfel
HEFFELFINGER = héfilfiŋer
HEFFERAN = héferen
HEFFERMAN = héfermen
HEFFERN = héfern
HEFFERNAN = héfernen
HEFFERON = héferen
HEFFINGTON = héfiŋten
HEFFLER = héfler
HEFFLEY = héfli
HEFFNER = héfner
HEFFRON = héfren
HEFLER = héfler
HEFLEY = héfli
HEFLIN = héflin
HEFNER = héfner
HEFNER'S = héfnerz
HEFT = héft
HEFTER = héfter
HEFTI = héfti
HEFTIER = héftier
HEFTIEST = héftiest
HEFTY = héfti
HEGADORN = hégedorn
HEGARTY = hégerti
HEGE = híj
HEGEDUS = hégidis
HEGEL = hégel
HEGELIAN = hijílien
HEGEMAN = hígmen
HEGEMONIC = hégemonik
HEGEMONY = hijémeni
HEGENNA = hégéne
HEGER = híger
HEGG = hég
HEGGE = hég
HEGGEN = hégen
HEGGIE = hégi
HEGLAND = héglend
HEGLER = hégler
HEGLUND = héglend
HEGNA = hégne
HEGNER = hégner
HEGSTROM = hégstrem
HEGWOOD = hégwud
HEGYI = hēgyi
HEH = hé
HEHIR = héhir
HEHL = hél
HEHMAN = hémen
HEHMEYER = hémār
HEHN = hén
HEHR = hér
HEIBEL = hābel
HEIBERG = hāberg
HEIBERGER = hāberger
HEICHEL = hākel
HEICHELBECH = hākilbik
HEICK = hāk
HEICO = hākò
HEICO'S = hākòz
HEID = hād
HEIDBREDER = hādbrider
HEIDBRINK = hādbriŋk
HEIDE = hād
HEIDECKER = hādiker
HEIDEL = hādel
HEIDELBERG = hādelberg
HEIDELBERG'S = hādelbergz
HEIDELBERGER = hādelberger
HEIDEMAN = hādmen
HEIDEMANN = hādmen
HEIDEN = hāden
HEIDENREICH = hādinrāk
HEIDER = hāder
HEIDI = hādi
HEIDI'S = hādis
HEIDINGER = hādiŋer
HEIDIWEAR = hādiwér
HEIDLER = hādeler
HEIDLER(1) = hādler
HEIDORN = hādern
HEIDRICH = hādrik
HEIDRICK = hādrik
HEIDSTRA = hādstre
HEIDT = hādt
HEIER = hāer
HEIFER = hāfer
HEIFER(1) = héfer
HEIFERS = héferz
HEIFERS(1) = hāferz
HEIFETZ = hāfits
HEIFNER = hífner
HEIGES = hājiz
HEIGHT = hāt
HEIGHTEN = hāten
HEIGHTENED = hātend
HEIGHTENING = hāteniŋ
HEIGHTENING(1) = hātniŋ
HEIGHTENS = hātenz
HEIGHTH = hāŧ
HEIGHTS = hāts
HEIGL = hāgel
HEIKEN = hāken
HEIKES = hākez
HEIKKILA = hākile
HEIKKINEN = hākinen
HEIKO = hākò
HEIKO(1) = hēkò
HEIL = hāl
HEILAND = hālend
HEILBRUN = hālbren
HEILEMAN = hālmen
HEILEMAN'S = hālmenz
HEILER = hāler
HEILIG = hālig
HEILMAN = hālmen
HEILMANN = hālmen
HEIM = hām
HEIMAN = hāmen
HEIMANN = hāmen
HEIMBACH = hāmbak
HEIMBERGER = hāmberger
HEIMBIGNER = hāmbāgner
HEIMBUCH = hāmbek
HEIMBURGER = hāmberger
HEIMER = hāmer
HEIMERL = hāmerl
HEIMLICH = hāmlik
HEIMS = hāmz
HEIMSOTH = hāmseŧ
HEIN = hān
HEINBACH = hānbak
HEINBAUGH = hānbà
HEINBURGER = hānberger
HEINDEL = hāndel
HEINDL = hāndel
HEINE = hān
HEINECKE = hānik
HEINEKEN = hāneken
HEINEMAN = hānmen
HEINEMANN = hānmen
HEINEN = hānen
HEINER = hāner
HEINES = hānz
HEINEY = hāni
HEINI = hāni
HEINICKE = hānik
HEINIG = hānig
HEININGER = hāniŋer
HEINISCH = hāniś
HEINKE = hāŋk
HEINKEL = hāŋkel
HEINL = hānel
HEINLE = hānel
HEINLEIN = hānlān
HEINLEN = hānelen
HEINLY = hānli
HEINO = hānò
HEINOLD = hānòld
HEINONEN = hānenen
HEINOUS = hēnes
HEINRICH = hānrik
HEINRICHS = hānriks
HEINS = hānz
HEINSOHN = hānsen
HEINTZ = hānts
HEINTZE = hānts
HEINTZELMAN = hāntzelmen
HEINTZMAN = hāntsmen
HEINY = hāni
HEINZ = hānz
HEINZ'S = hānziz
HEINZE = hānz
HEINZEL = hānzel
HEINZELMAN = hānzelmen
HEINZEN = hānzen
HEINZMAN = hānzmen
HEINZMANN = hānzmen
HEIPLE = hāpel
HEIR = ér
HEIRESS = éres
HEIRESSES = éresiz
HEIRLOOM = érlúm
HEIRLOOMS = érlúmz
HEIRONIMUS = érenimús
HEIRONIMUS(1) = hāronimes
HEIRS = érz
HEISBOURG = hāsborg
HEISE = hās
HEISEL = hāsel
HEISER = hāser
HEISERMAN = hāsermen
HEISEY = hāsi
HEISHMAN = híiśmen
HEISINGER = hāsinjer
HEISKELL = hāskel
HEISLER = hāseler
HEISLER(1) = hāsler
HEISMAN = hāsmen
HEISMAN'S = hāsmenz
HEISNER = hāsner
HEISS = hās
HEIST = hāst
HEISTAND = hāstend
HEISTER = hāster
HEIT = hāt
HEITKAMP = hātkámp
HEITMAN = hātmen
HEITMANN = hātmen
HEITMEYER = hātmāer
HEITNER = hātner
HEITZ = hāts
HEITZENRATER = hātzinrēter
HEITZMAN = hātsmen
HEIWA = hāwe
HEIZER = hāzer
HEJL = héjl
HEJNA = héjne
HEKKER = héker
HEKMATYAR = hékmetyar
HEKMATYAR'S = hékmetyarz
HELABA = hélabe
HELANDER = hélender
HELANE = helēn
HELBER = hélber
HELBERG = hélberg
HELBERT = hélbert
HELBIG = hélbig
HELBING = hélbiŋ
HELBLING = hélbeliŋ
HELBLING(1) = hélbliŋ
HELD = héld
HELDENBRAND = héldinbrend
HELDENBRAND(1) = héldinbrend
HELDENTENOR = héldénténer
HELDER = hélder
HELDERMAN = héldermen
HELDMAN = héldmen
HELDOR = hélder
HELDRETH = héldriŧ
HELDRING = héldriŋ
HELDS = héldz
HELDT = hélt
HELEN = hélen
HELEN'S = hélinz
HELENA = hélene
HELENA'S = hélinez
HELENE = helín
HELENS = hélenz
HELF = hélf
HELFAND = hélfend
HELFER = hélfer
HELFGOTT = hélfgot
HELFMAN = hélfmen
HELFRICH = hélfrik
HELGA = hélge
HELGERSON = hélgersen
HELGESEN = hélgizen
HELGESON = hélgisen
HELGET = hélgit
HELGREN = hélgrén
HELICAL = hélikel
HELICE = hélis
HELICON = hélikon
HELICONS = hélikonz
HELICOPTER = hélikopter
HELICOPTER'S = hélekopterz
HELICOPTERS = hélikopterz
HELIE = héli
HELIN = hélin
HELING = híliŋ
HELINSKI = hilinski
HELIONETIC = híliònétik
HELIONETICS = híliònétiks
HELIOPOLIS = híliapeles
HELIOS = hílias
HELIOTROPE = hílietròp
HELIUM = híliem
HELIX = híliks
HELKE = hélk
HELL = hél
HELL'S = hélz
HELLACIOUS = hélēśes
HELLACIOUSLY = hélēśesli
HELLACIOUSNESS = hélēśesnes
HELLAMS = hélemz
HELLAND = hélend
HELLARD = hélerd
HELLBERG = hélberg
HELLBUSCH = hélbeś
HELLBUSCH(1) = hélbuś
HELLE = hél
HELLEN = hélen
HELLENBRAND = hélenbránd
HELLENIC = helénik
HELLENISM = hélenizem
HELLENISTIC = hélenistik
HELLENIZE = hélenāz
HELLENIZED = hélenāzd
HELLENIZES = hélenāziz
HELLENIZING = hélenāziŋ
HELLER = héler
HELLER'S = hélerz
HELLERMAN = hélermen
HELLFIRE = hélfār
HELLICKSON = héliksen
HELLIER = hélyer
HELLING = héliŋ
HELLINGER = héliŋer
HELLISH = héliś
HELLMAN = hélmen
HELLMANN = hélmen
HELLMER = hélmer
HELLMUTH = hélmúŧ
HELLNER = hélner
HELLO = helò
HELLO(1) = hélò
HELLRAISER = hélrēzer
HELLSTROM = hélstrem
HELLUMS = hélemz
HELLUVA = hélúve
HELLWIG = hélwig
HELLYER = hélier
HELM = hélm
HELMA = hélme
HELMAN = hélmen
HELMBRECHT = hélmbrikt
HELME = hélm
HELMER = hélmer
HELMERICH = hélmerik
HELMERS = hélmerz
HELMES = hélmz
HELMET = hélmet
HELMETED = hélmetid
HELMETS = hélmets
HELMICH = hélmik
HELMICK = hélmik
HELMIG = hélmig
HELMING = hélmiŋ
HELMINIAK = hélminiek
HELMINSKI = hilminski
HELMINTH = hélminŧ
HELMKAMP = hélmkámp
HELMKE = hélmk
HELMONT = hélmont
HELMS = hélmz
HELMS' = hélmz
HELMS'S = hélmziz
HELMSBURTON = hélmzberten
HELMSLEY = hélmzli
HELMSLEY'S = hélmzliz
HELMSLEYS = hélmzliz
HELMSMAN = hélmzmán
HELMSTETTER = hélmstiter
HELMUT = hélmet
HELMUTH = hélmúŧ
HELOT = hélet
HELOTISM = héletizem
HELOTRY = héletri
HELOTS = hélets
HELP = hélp
HELPED = hélpt
HELPER = hélper
HELPERS = hélperz
HELPFUL = hélpfel
HELPFULLY = hélpfeli
HELPING = hélpiŋ
HELPINGS = hélpiŋz
HELPLESS = hélples
HELPLESSLY = hélplesli
HELPLESSNESS = hélplesnes
HELPRIN = hélprin
HELPS = hélps
HELSEL = hélsel
HELSER = hélser
HELSETH = hélsiŧ
HELSINKI = hélsiŋki
HELSLEY = hélsli
HELSTROM = hélstrem
HELT = hélt
HELTER = hélter
HELTER-SKELTER = hélterskélter
HELTON = hélten
HELTSLEY = héltsli
HELTZEL = héltzel
HELVETICA = hélvétike
HELVEY = hélvi
HELVIE = hélvi
HELWIG = hélwig
HELZER = hélzer
HEM = hém
HEMAN = hímen
HEMANI = hemani
HEMANN = hémen
HEMANT = hément
HEMATITE = hémetāt
HEMATOLOGY = hémetoleji
HEMATOLOGY(1) = hímetoleji
HEMBERGER = hémberger
HEMBREE = himbrí
HEMBRICK = hémbrik
HEMBY = hémbi
HEMDALE = hémdēl
HEMDALE'S = hémdēlz
HEMEL = hémel
HEMENWAY = hémenwē
HEMIMORPHITE = hémemorfāt
HEMING = hémiŋ
HEMINGER = hémiŋer
HEMINGWAY = hémiŋwē
HEMINGWAY'S = hémiŋwēz
HEMIPLEGIA = hémeplíjie
HEMIPLEGIA(1) = hémeplíjye
HEMISPHERE = hémisfir
HEMISPHERIC = hémesfirik
HEMKER = hémker
HEMLER = hémler
HEMLINE = hémlān
HEMLINES = hémlānz
HEMLO = hémlò
HEMLOCK = hémlok
HEMM = hém
HEMME = hém
HEMMED = hémd
HEMMELGARN = hémilgern
HEMMEN = hémen
HEMMER = hémer
HEMMERICH = hémerik
HEMMERLE = hémerli
HEMMERLING = hémerliŋ
HEMMERT = hémert
HEMMETER = hémiter
HEMMING = hémiŋ
HEMMINGER = hémiŋer
HEMMINGHAUS = hémiŋhàs
HEMMINGS = hémiŋz
HEMMINGSEN = hémiŋsen
HEMMINGSON = hémiŋsen
HEMO = hímò
HEMOCYANIN = hímesāenen
HEMODYNAMIC = hémòdānámik
HEMODYNAMICS = hémòdānámiks
HEMOGLOBIN = hímeglòben
HEMOLYTIC = hímelitik
HEMOND = hémend
HEMOPHILIA = hímefílie
HEMOPHILIAC = himefiliek
HEMOPHILIAC(1) = himòfiliek
HEMOPHILIAC(2) = himefilyek
HEMOPHILIAC(3) = himòfilyek
HEMOPHILIACS = hímefiliáks
HEMORRHAGE = hémerij
HEMORRHAGE(1) = hémrej
HEMORRHAGED = hémerijd
HEMORRHAGIC = hémerágik
HEMORRHAGING = hémerijiŋ
HEMORRHOID = hémerōd
HEMORRHOIDS = hémerōdz
HEMOTEC = hémòték
HEMP = hémp
HEMPEL = hémpel
HEMPEN = hémpen
HEMPFLING = hémpfeliŋ
HEMPFLING(1) = hémpfliŋ
HEMPHILL = hémphil
HEMPSTEAD = hémpstéd
HEMRIC = hémrik
HEMRICK = hémrik
HEMRY = hémri
HEMS = hémz
HEMSLEY = hémzli
HEMSTREET = hémstrít
HEMY = hémi
HEN = hén
HEN'S = hénz
HENAO = hēnà
HENARD = hénerd
HENAULT = hénàlt
HENBANE = hénbēn
HENCE = héns
HENCEFORTH = hénsforŧ
HENCH = hénc
HENCHMAN = héncmen
HENCHMEN = héncmen
HENCKEL = hénkel
HENDEE = héndi
HENDEL = héndel
HENDERSHOT = hénderśet
HENDERSHOTT = hénderśet
HENDERSON = héndersen
HENDLER = héndler
HENDLEY = héndli
HENDON = héndòn
HENDRA = héndre
HENDREN = hénderen
HENDRICH = héndrik
HENDRICK = héndrik
HENDRICKS = héndriks
HENDRICKSEN = héndriksen
HENDRICKSON = héndriksen
HENDRIE = hénderi
HENDRIK = héndrik
HENDRIKS = héndriks
HENDRIKSEN = héndriksen
HENDRIX = héndriks
HENDRIXSON = héndriksen
HENDRON = héndren
HENDRY = héndri
HENDRY'S = héndriz
HENDRYX = héndriks
HENDY = héndi
HENEGAR = héniger
HENEGHAN = hinégen
HENEHAN = hénihen
HENERY = héneri
HENES = hínz
HENEY = héni
HENG = héŋ
HENGEL = héŋgel
HENGST = héŋgst
HENHOUSE = hénhàs
HENIE = héni
HENIGAN = hénigen
HENIN = hénin
HENINGER = héniŋer
HENION = hényen
HENK = héŋk
HENKE = héŋk
HENKEL = héŋkel
HENKELMAN = héŋkelmen
HENKELS = héŋkelz
HENKEN = héŋken
HENKES = héŋks
HENKIN = héŋkin
HENKLE = héŋkel
HENLE = hénel
HENLEY = hénli
HENLEY'S = hénliz
HENLEYS = hénliz
HENLINE = hénlān
HENLY = hénli
HENMAN = hénmen
HENN = hén
HENNA = héne
HENNAN = hénen
HENNE = hén
HENNE(1) = héni
HENNEBERGER = hénberger
HENNEBERRY = hénbéri
HENNEKE = hénik
HENNELLY = héneli
HENNEMAN = hénmen
HENNEN = hénen
HENNEPIN = hénipin
HENNER = héner
HENNES = hénz
HENNESS = hénis
HENNESSEE = hénisi
HENNESSEY = hénesi
HENNESSEY'S = hénesiz
HENNESSY = hénesi
HENNEY = héni
HENNICK = hénik
HENNIG = hénig
HENNIGAN = hénigen
HENNIGAR = héniger
HENNING = héniŋ
HENNINGER = héniŋer
HENNINGS = héniŋz
HENNINGSEN = héniŋsen
HENNINGTON = héniŋten
HENNIS = hénis
HENNON = hénen
HENPECK = hénpék
HENPECKED = hénpékt
HENRI = hénri
HENRI(1) = orí
HENRI(2) = anrí
HENRICH = hénrik
HENRICHS = hénriks
HENRICHSEN = hénriksen
HENRICK = hénrik
HENRICKS = hénriks
HENRICKSEN = hénriksen
HENRICKSON = hénriksen
HENRIE = héneri
HENRIETTA = hénriéte
HENRIETTE = hénriét
HENRIK = hénrik
HENRIKA = hénrike
HENRIKSEN = hénriksen
HENRIKSON = hénriksen
HENRIQUE = enrík
HENRIQUES = hénríkéz
HENRIQUES(1) = enrík
HENRIQUEZ = hénríkéz
HENRIQUEZ(1) = enrík
HENRY = hénri
HENRY'S = hénriz
HENS = hénz
HENSARLING = hénserliŋ
HENSCH = hénś
HENSCHEL = hénśel
HENSCHEN = hénśen
HENSE = héns
HENSEL = hénsel
HENSEN = hénsen
HENSHAW = hénśó
HENSIL = hénsel
HENSKE = hénski
HENSLEE = hénzlí
HENSLER = hénseler
HENSLER(1) = hénsler
HENSLEY = hénzli
HENSON = hénsen
HENTGES = héntjiz
HENTHORN = hénŧorn
HENTHORNE = hénŧorn
HENTIC = héntik
HENTOFF = héntóf
HENTON = hénten
HENTSCHEL = héncel
HENTZ = hénts
HENWOOD = hénwud
HENZE = hénz
HENZEL = hénzel
HENZLER = hénzler
HEON = híen
HEOROICO = híeròekò
HEP = hép
HEPARIN = héperin
HEPATIC = hepátik
HEPATITIS = hépetātes
HEPBURN = hépbern
HEPBURN'S = hépbernz
HEPFER = hépfer
HEPKER = hépker
HEPLER = hépler
HEPNER = hépner
HEPP = hép
HEPPE = hép
HEPPER = héper
HEPPLER = hépler
HEPPNER = hépner
HEPTATHLON = héptáŧlen
HEPWORTH = hépwerŧ
HER = her
HER'S = herz
HERA = hire
HERADIA = heradie
HERALD = héreld
HERALD'S = héreldz
HERALDED = héreldid
HERALDIC = héráldik
HERALDING = héreldiŋ
HERALDRY = héreldri
HERALDS = héreldz
HERB = erb
HERB(1) = herb
HERB'S = erbz
HERB'S(1) = herbz
HERBACEOUS = erbēśes
HERBAL = erbel
HERBAL(1) = herbel
HERBALIFE = erbelāf
HERBALIFE(1) = herbelāf
HERBALIST = erbelist
HERBALIST(1) = herbelist
HERBALIST'S = erbelists
HERBALIST'S(1) = herbelists
HERBALISTS = erbelists
HERBALISTS(1) = herbelists
HERBALISTS' = erbelists
HERBALISTS'(1) = herbelists
HERBARIUM = herbéríem
HERBARIUM(1) = erbéríem
HERBARIUMS = herbéríemz
HERBARIUMS(1) = erbéríemz
HERBECK = herbék
HERBEL = herbel
HERBER = herber
HERBERG = herberg
HERBERGER = herberger
HERBERS = herberz
HERBERT = herbert
HERBERT'S = herberts
HERBICIDE = herbisād
HERBICIDE(1) = erbisād
HERBICIDES = erbesādz
HERBICIDES(1) = herbesādz
HERBIE = herbi
HERBIG = herbig
HERBIN = herbin
HERBISON = herbisen
HERBIVORE = herbivor
HERBIVORE(1) = erbivor
HERBIVOROUS = herbivores
HERBIVOROUS(1) = erbivores
HERBOLD = herbòld
HERBS = erbz
HERBST = herbst
HERBSTER = herbster
HERCEG = hersig
HERCEGOVINA = hértsegòvíne
HERCEGOVINA(1) = herrtsegòvíne
HERCEGOVINA'S = hértsegòvínez
HERCEGOVINA'S(1) = herrtsegòvínez
HERCULEAN = herkyúlien
HERCULES = herkyelíz
HERCZEG = hercig
HERD = herd
HERDA = hérde
HERDAL = hérdel
HERDED = herdid
HERDER = hérder
HERDER(1) = herder
HERDERS = herderz
HERDING = herdiŋ
HERDMAN = herdmen
HERDS = herdz
HERDSMEN = herdzmin
HERDT = hert
HERE = hír
HERE'S = hirz
HEREABOUT = hirebàt
HEREABOUTS = hirebàts
HEREAFTER = hiráfter
HEREBY = hirbā
HEREDIA = herédie
HEREDITARY = herédetéri
HEREDITY = herédeti
HEREFORD = héreferd
HEREIN = hirin
HERENDEEN = hirndin
HERESY = héresi
HERETIC = héretik
HERETICAL = hérétikel
HERETICS = hérétiks
HERETOFORE = hirtefor
HEREWITH = hirwiŧ
HERFORD = herferd
HERFURTH = herferŧ
HERGERT = hergert
HERGET = hergit
HERGOTT = herget
HERIN = hérin
HERING = heriŋ
HERINGER = hérinjer
HERINGTON = hériŋten
HERITABLE = héretebel
HERITAGE = héretej
HERITAGE(1) = héritij
HERITAGE'S = héretijiz
HERITAGES = héritijez
HERK = herk
HERKERT = herkert
HERL = herl
HERLIHY = herlihi
HERLING = herliŋ
HERLONG = herlóŋ
HERM = herm
HERMAN = hermen
HERMAN'S = hermenz
HERMANCE = hermens
HERMANN = hermen
HERMANNS = hermenz
HERMANS = hermenz
HERMANSEN = hermensen
HERMANSON = hermensen
HERMAPHRODITE = hermáfredāt
HERMAPHRODITIC = hermáfreditik
HERMENIO = herméniò
HERMES = hermiz
HERMETICALLY = hermétikeli
HERMETICALLY(1) = hermétikli
HERMIA = hermie
HERMIAS = hermiez
HERMIDA = hérmíde
HERMIE = hermi
HERMINA = hermine
HERMINA(1) = hermíne
HERMINE = hermin
HERMINIA = hérmínie
HERMINIE = hermini
HERMIONE = hermāni
HERMIT = hermet
HERMITAGE = hermetej
HERMITS = hermets
HERMON = hermen
HERMOSA = hérmòse
HERMOSILLO = hermesilò
HERMS = hermz
HERMSEN = hermsen
HERN = hern
HERNAN = hernen
HERNANDES = hernindz
HERNANDES(1) = hernándéz
HERNANDEZ = hernándéz
HERNANDEZ'S = hernándézez
HERNANDO = hernandò
HERNDON = hernden
HERNE = hern
HERNER = herner
HERNIA = hernie
HERNIATE = herniēt
HERNIATES = herniēts
HERNON = hernen
HERO = hirò
HERO(1) = hírò
HERO'S = hiròz
HERO'S(1) = híròz
HEROD = héred
HEROES = hiròz
HEROES(1) = híròz
HEROIC = hiròik
HEROICALLY = hiròikli
HEROICS = hiròiks
HEROIN = héròen
HEROIN'S = héròenz
HEROINE = héròen
HEROINES = héròenz
HEROISM = héròizem
HEROIZE = híròāz
HEROIZED = híròāzd
HEROLD = héreld
HERON = héren
HERON'S = hérenz
HERONS = hérenz
HEROS = hiròz
HEROUX = herú
HERPES = herpiz
HERR = hér
HERRE = hér
HERRE(1) = hari
HERREID = hérād
HERRELL = hérel
HERREN = héren
HERRERA = herére
HERRERO = hérérò
HERRHAUSEN = hérhàzen
HERRIAGE = hériij
HERRICK = hérik
HERRIDGE = hérij
HERRIG = hérig
HERRIMAN = hérimen
HERRIN = hérin
HERRING = hériŋ
HERRINGS = hériŋz
HERRINGSHAW = hériŋśó
HERRINGTON = hériŋten
HERRINGTON'S = hériŋtenz
HERRIOTT = hériet
HERRIOTT(1) = hériet
HERRLE = hérel
HERRLINGER = hérliŋer
HERRLINGER(1) = hérliŋger
HERRMAN = hérmen
HERRMANN = hérmen
HERRO = hérò
HERROD = héred
HERROLD = héròld
HERRON = héren
HERRONIMO = heranemò
HERRONIMO'S = heranemòz
HERS = herz
HERS(1) = herz
HERSANT = hersent
HERSCH = herś
HERSCHEL = herśel
HERSCHEL'S = herśelz
HERSCHELL = herśel
HERSCHENSOHN = herśensen
HERSCU = herskú
HERSELF = hersélf
HERSEY = hersi
HERSH = herś
HERSHBERGER = herśberger
HERSHEY = herśi
HERSHEY'S = herśiz
HERSHISER = herśāzer
HERSHKOWITZ = herśkewits
HERSHMAN = herśmen
HERSHNER = herśner
HERSKOVITZ = herskevits
HERSKOWITZ = herskewits
HERSMAN = hersmen
